gene_id	Uniprot	Pfam	Refseq	Nr	Tigrfam	COG	KEGG	Pathway	GO
assembly_01736	HTH-type transcriptional repressor YvoA`	PF00392.18`GntR`Bacterial regulatory proteins, gntR family;PF07702.10`UTRA`UTRA domain;PF13730.3`HTH_36`Helix-turn-helix domain;PF08220.9`HTH_DeoR`DeoR-like helix-turn-helix domain;PF02082.17`Rrf2`Transcriptional regulator;PF01726.13`LexA_DNA_bind`LexA DNA binding domain;PF01978.16`TrmB`Sugar-specific transcriptional regulator TrmB;PF08784.8`RPA_C`Replication protein A C terminal;PF13412.3`HTH_24`Winged helix-turn-helix DNA-binding;PF08279.9`HTH_11`HTH domain	WP_024862833.1`GntR family transcriptional regulator	GntR family transcriptional regulator [Pediococcus acidilactici]	TIGR02018`his_ut_repres: histidine utilization repressor;TIGR03338`phnR_burk: phosphonate utilization associated transcriptional regulator;TIGR03337`phnR: phosphonate utilization transcriptional regulator PhnR;TIGR02325`C_P_lyase_phnF: phosphonate metabolism transcriptional regulator PhnF;TIGR02404`trehalos_R_Bsub: trehalose operon repressor;TIGR02812`fadR_gamma: fatty acid metabolism transcriptional regulator FadR	DNA-binding transcriptional regulator, GntR family`Transcription`K	-	-	GO:0045892`negative regulation of transcription, DNA-templated`biological_process;GO:0003677`DNA binding`molecular_function;GO:0003700`transcription factor activity, sequence-specific DNA binding`molecular_function
assembly_01550	UvrABC system protein A`	PF13245.3`AAA_19`Part of AAA domain;PF13175.3`AAA_15`AAA ATPase domain;PF13479.3`AAA_24`AAA domain;PF13604.3`AAA_30`AAA domain;PF05729.9`NACHT`NACHT domain;PF13671.3`AAA_33`AAA domain;PF13173.3`AAA_14`AAA domain;PF13476.3`AAA_23`AAA domain;PF00437.17`T2SSE`Type II/IV secretion system protein;PF01583.17`APS_kinase`Adenylylsulphate kinase;PF02463.16`SMC_N`RecF/RecN/SMC N terminal domain;PF01443.15`Viral_helicase1`Viral (Superfamily 1) RNA helicase;PF13191.3`AAA_16`AAA ATPase domain;PF00005.24`ABC_tran`ABC transporter;PF01926.20`MMR_HSR1`50S ribosome-binding GTPase;PF13401.3`AAA_22`AAA domain;PF13304.3`AAA_21`AAA domain, putative AbiEii toxin, Type IV TA system;PF03193.13`DUF258`Protein of unknown function, DUF258;PF13481.3`AAA_25`AAA domain;PF02492.16`cobW`CobW/HypB/UreG, nucleotide-binding domain;PF13238.3`AAA_18`AAA domain;PF00684.16`DnaJ_CXXCXGXG`DnaJ central domain;PF09848.6`DUF2075`Uncharacterized conserved protein (DUF2075);PF06745.10`ATPase`KaiC;PF01935.14`DUF87`Domain of unknown function DUF87;PF13555.3`AAA_29`P-loop containing region of AAA domain	WP_024862561.1`excinuclease ABC subunit UvrA	excinuclease ABC subunit UvrA [Pediococcus acidilactici]	TIGR04406`LPS_export_lptB: LPS export ABC transporter ATP-binding protein;TIGR03719`ABC_ABC_ChvD: ATP-binding cassette protein, ChvD family;TIGR02204`MsbA_rel: ABC transporter, permease/ATP-binding protein;TIGR03797`NHLM_micro_ABC2: NHLM bacteriocin system ABC transporter, ATP-binding protein;TIGR01842`type_I_sec_PrtD: type I secretion system ATPase;TIGR01188`drrA: daunorubicin resistance ABC transporter, ATP-binding protein;TIGR00956`3a01205: pleiotropic drug resistance family protein;TIGR03375`type_I_sec_LssB: type I secretion system ATPase;TIGR02203`MsbA_lipidA: lipid A export permease/ATP-binding protein MsbA;TIGR03265`PhnT2: putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein;TIGR02673`FtsE: cell division ATP-binding protein FtsE;TIGR02142`modC_ABC: molybdate ABC transporter, ATP-binding protein;TIGR02315`ABC_phnC: phosphonate ABC transporter, ATP-binding protein;TIGR01978`sufC: FeS assembly ATPase SufC;TIGR01166`cbiO: cobalt ABC transporter, ATP-binding protein;TIGR02857`CydD: thiol reductant ABC exporter, CydD subunit;TIGR04521`ECF_ATPase_2: energy-coupling factor transporter ATPase;TIGR00972`3a0107s01c2: phosphate ABC transporter, ATP-binding protein;TIGR03411`urea_trans_UrtD: urea ABC transporter, ATP-binding protein UrtD;TIGR01288`nodI: nodulation ABC transporter NodI;TIGR03522`GldA_ABC_ATP: gliding motility-associated ABC transporter ATP-binding subunit GldA;TIGR02211`LolD_lipo_ex: lipoprotein releasing system, ATP-binding protein;TIGR03608`L_ocin_972_ABC: putative bacteriocin export ABC transporter, lactococcin 972 group;TIGR02770`nickel_nikD: nickel import ATP-binding protein NikD;TIGR00630`uvra: excinuclease ABC subunit A;TIGR01186`proV: glycine betaine/L-proline transport ATP binding subunit;TIGR03410`urea_trans_UrtE: urea ABC transporter, ATP-binding protein UrtE;TIGR02314`ABC_MetN: D-methionine ABC transporter, ATP-binding protein;TIGR02323`CP_lyasePhnK: phosphonate C-P lyase system protein PhnK;TIGR02982`heterocyst_DevA: ABC exporter ATP-binding subunit, DevA family;TIGR01192`chvA: glucan exporter ATP-binding protein;TIGR01271`CFTR_protein: cystic fibrosis transmembrane conductor regulator (CFTR);TIGR03796`NHLM_micro_ABC1: NHLM bacteriocin system ABC transporter, peptidase/ATP-binding protein;TIGR03864`PQQ_ABC_ATP: ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system;TIGR00968`3a0106s01: sulfate ABC transporter, ATP-binding protein;TIGR03269`met_CoM_red_A2: methyl coenzyme M reductase system, component A2;TIGR04520`ECF_ATPase_1: energy-coupling factor transporter ATPase;TIGR01184`ntrCD: nitrate ABC transporter, ATP-binding proteins C and D;TIGR03771`anch_rpt_ABC: anchored repeat-type ABC transporter, ATP-binding subunit;TIGR01194`cyc_pep_trnsptr: cyclic peptide transporter;TIGR01193`bacteriocin_ABC: ABC-type bacteriocin transporter;TIGR02633`xylG: D-xylose ABC transporter, ATP-binding protein;TIGR01277`thiQ: thiamine ABC transporter, ATP-binding protein;TIGR03873`F420-0_ABC_ATP: proposed F420-0 ABC transporter, ATP-binding protein;TIGR03740`galliderm_ABC: lantibiotic protection ABC transporter, ATP-binding subunit;TIGR00957`MRP_assoc_pro: multi drug resistance-associated protein (MRP);TIGR02868`CydC: thiol reductant ABC exporter, CydC subunit;TIGR03005`ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA;TIGR01189`ccmA: heme ABC exporter, ATP-binding protein CcmA;TIGR01846`type_I_sec_HlyB: type I secretion system ATPase;TIGR03415`ABC_choXWV_ATP: choline ABC transporter, ATP-binding protein;TIGR02324`CP_lyasePhnL: phosphonate C-P lyase system protein PhnL;TIGR00955`3a01204: pigment precursor permease;TIGR01187`potA: polyamine ABC transporter, ATP-binding protein;TIGR02769`nickel_nikE: nickel import ATP-binding protein NikE;TIGR03258`PhnT: 2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT;TIGR00958`3a01208: antigen peptide transporter 2	Excinuclease UvrABC ATPase subunit`Replication, recombination and repair`L	assembly_01550`K03701	Nucleotide excision repair`ko03420	GO:0006289`nucleotide-excision repair`biological_process;GO:0009380`excinuclease repair complex`cellular_component;GO:0008270`zinc ion binding`molecular_function;GO:0009381`excinuclease ABC activity`molecular_function;GO:0005737`cytoplasm`cellular_component;GO:0005524`ATP binding`molecular_function;GO:0003677`DNA binding`molecular_function;GO:0009432`SOS response`biological_process;GO:0016887`ATPase activity`molecular_function
assembly_01927	-	PF10205.6`KLRAQ`Predicted coiled-coil domain-containing protein;PF04582.9`Reo_sigmaC`Reovirus sigma C capsid protein;PF10046.6`BLOC1_2`Biogenesis of lysosome-related organelles complex-1 subunit 2;PF13851.3`GAS`Growth-arrest specific micro-tubule binding;PF12325.5`TMF_TATA_bd`TATA element modulatory factor 1 TATA binding;PF09726.6`Macoilin`Transmembrane protein;PF11262.5`Tho2`Transcription factor/nuclear export subunit protein 2;PF02183.15`HALZ`Homeobox associated leucine zipper;PF04859.9`DUF641`Plant protein of unknown function (DUF641);PF04111.9`APG6`Autophagy protein Apg6;PF01496.16`V_ATPase_I`V-type ATPase 116kDa subunit family;PF10473.6`CENP-F_leu_zip`Leucine-rich repeats of kinetochore protein Cenp-F/LEK1;PF04977.12`DivIC`Septum formation initiator	WP_031942339.1`hypothetical protein	hypothetical protein [Lactobacillus plantarum]	-	-	-	-	-
assembly_00196	-	-	-	-	-	-	-	-	-
assembly_01304	-	PF01022.17`HTH_5`Bacterial regulatory protein, arsR family;PF08279.9`HTH_11`HTH domain;PF05043.10`Mga`Mga helix-turn-helix domain;PF00455.19`DeoRC`DeoR C terminal sensor domain;PF08220.9`HTH_DeoR`DeoR-like helix-turn-helix domain;PF01325.16`Fe_dep_repress`Iron dependent repressor, N-terminal DNA binding domain	WP_056985200.1`DeoR/GlpR transcriptional regulator	DeoR/GlpR transcriptional regulator [Pediococcus acidilactici]	-	-	-	-	-
assembly_00998	Uncharacterized protein YpmR`	PF13472.3`Lipase_GDSL_2`GDSL-like Lipase/Acylhydrolase family;PF08885.8`GSCFA`GSCFA family;PF00657.19`Lipase_GDSL`GDSL-like Lipase/Acylhydrolase	WP_024862321.1`SGNH/GDSL hydrolase family protein	SGNH/GDSL hydrolase family protein [Pediococcus acidilactici]	-	Lysophospholipase L1 or related esterase`Amino acid transport and metabolism`E	-	-	GO:0004622`lysophospholipase activity`molecular_function
assembly_00406	Uncharacterized membrane protein YwcD`	PF04138.11`GtrA`GtrA-like protein	WP_005918139.1`GtrA family protein	GtrA family protein [Pediococcus acidilactici]	-	Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose)`Lipid transport and metabolism`I	-	-	GO:0005886`plasma membrane`cellular_component;GO:0016021`integral component of membrane`cellular_component;GO:0000271`polysaccharide biosynthetic process`biological_process
assembly_00784	Uncharacterized MscS family protein YkuT`	PF00924.15`MS_channel`Mechanosensitive ion channel	WP_024863048.1`mechanosensitive ion channel	mechanosensitive ion channel [Pediococcus acidilactici]	-	Small-conductance mechanosensitive channel`Cell wall/membrane/envelope biogenesis`M	-	-	GO:0016021`integral component of membrane`cellular_component;GO:0005886`plasma membrane`cellular_component;GO:0071470`cellular response to osmotic stress`biological_process;GO:0008381`mechanically-gated ion channel activity`molecular_function
assembly_00346	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL`	PF02734.14`Dak2`DAK2 domain	WP_024862879.1`dihydroxyacetone kinase subunit L	dihydroxyacetone kinase subunit L [Pediococcus acidilactici]	TIGR03599`YloV: DAK2 domain fusion protein YloV;TIGR02361`dak_ATP: dihydroxyacetone kinase;TIGR02365`dha_L_ycgS: dihydroxyacetone kinase, L subunit	Dihydroxyacetone kinase`Carbohydrate transport and metabolism`G	assembly_00346`K05879	Glycerolipid metabolism`ko00561	GO:0004371`glycerone kinase activity`molecular_function;GO:0005524`ATP binding`molecular_function;GO:0047324`phosphoenolpyruvate-glycerone phosphotransferase activity`molecular_function;GO:0000287`magnesium ion binding`molecular_function;GO:0005737`cytoplasm`cellular_component;GO:0019563`glycerol catabolic process`biological_process
assembly_01174	Coenzyme A biosynthesis bifunctional protein CoaBC`	PF04127.12`DFP`DNA / pantothenate metabolism flavoprotein;PF13561.3`adh_short_C2`Enoyl-(Acyl carrier protein) reductase;PF02441.16`Flavoprotein`Flavoprotein;PF13460.3`NAD_binding_10`NAD(P)H-binding;PF03807.14`F420_oxidored`NADP oxidoreductase coenzyme F420-dependent	WP_024862408.1`bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC [Pediococcus acidilactici]	TIGR02114`coaB_strep: phosphopantothenate--cysteine ligase;TIGR02113`coaC_strep: phosphopantothenoylcysteine decarboxylase;TIGR00521`coaBC_dfp: phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase	Phosphopantothenoylcysteine synthetase/decarboxylase`Coenzyme transport and metabolism`H	assembly_01174`K13038	Pantothenate and CoA biosynthesis`ko00770	GO:0015937`coenzyme A biosynthetic process`biological_process;GO:0004633`phosphopantothenoylcysteine decarboxylase activity`molecular_function;GO:0015941`pantothenate catabolic process`biological_process;GO:0046872`metal ion binding`molecular_function;GO:0004632`phosphopantothenate--cysteine ligase activity`molecular_function;GO:0010181`FMN binding`molecular_function
assembly_01075	3'-5' exonuclease DinG`	PF00271.28`Helicase_C`Helicase conserved C-terminal domain;PF04851.12`ResIII`Type III restriction enzyme, res subunit;PF13482.3`RNase_H_2`RNase_H superfamily;PF13307.3`Helicase_C_2`Helicase C-terminal domain;PF00270.26`DEAD`DEAD/DEAH box helicase;PF00929.21`RNase_T`Exonuclease	WP_024862355.1`DEAD/DEAH box helicase	DEAD/DEAH box helicase [Pediococcus acidilactici]	TIGR01407`dinG_rel: putative DnaQ family exonuclease/DinG family helicase;TIGR03117`cas_csf4: CRISPR type AFERR-associated DEAD/DEAH-box helicase Csf4;TIGR00573`dnaq: exonuclease, DNA polymerase III, epsilon subunit family;TIGR01298`RNaseT: ribonuclease T;TIGR01406`dnaQ_proteo: DNA polymerase III, epsilon subunit;TIGR01405`polC_Gram_pos: DNA polymerase III, alpha subunit, Gram-positive type;TIGR00604`rad3: DNA repair helicase (rad3)	Rad3-related DNA helicase`Replication, recombination and repair`L;DNA polymerase III, epsilon subunit or related 3'-5' exonuclease`Replication, recombination and repair`L	-	-	GO:0003887`DNA-directed DNA polymerase activity`molecular_function;GO:0008408`3'-5' exonuclease activity`molecular_function;GO:0003678`DNA helicase activity`molecular_function;GO:0003677`DNA binding`molecular_function;GO:0005524`ATP binding`molecular_function;GO:0006260`DNA replication`biological_process
assembly_01545	-	-	WP_005919254.1`hypothetical protein	hypothetical protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_00345	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK`	PF02733.14`Dak1`Dak1 domain	WP_002832498.1`dihydroxyacetone kinase subunit DhaK	dihydroxyacetone kinase subunit DhaK [Pediococcus acidilactici]	TIGR02361`dak_ATP: dihydroxyacetone kinase;TIGR02363`dhaK1: dihydroxyacetone kinase, DhaK subunit;TIGR02362`dhaK1b: probable dihydroxyacetone kinase DhaK1b subunit	Dihydroxyacetone kinase`Carbohydrate transport and metabolism`G	assembly_00345`K05878	Glycerolipid metabolism`ko00561	GO:0019563`glycerol catabolic process`biological_process;GO:0047324`phosphoenolpyruvate-glycerone phosphotransferase activity`molecular_function;GO:0004371`glycerone kinase activity`molecular_function
assembly_00323	HTH-type transcriptional activator mta`	PF13411.3`MerR_1`MerR HTH family regulatory protein;PF09278.8`MerR-DNA-bind`MerR, DNA binding;PF00376.20`MerR`MerR family regulatory protein	WP_024862871.1`MerR family transcriptional regulator	MerR family transcriptional regulator [Pediococcus acidilactici]	TIGR02051`MerR: Hg(II)-responsive transcriptional regulator;TIGR02043`ZntR: Zn(II)-responsive transcriptional regulator;TIGR02044`CueR: Cu(I)-responsive transcriptional regulator;TIGR01950`SoxR: redox-sensitive transcriptional activator SoxR;TIGR02054`MerD: mercuric resistence transcriptional repressor protein MerD;TIGR02047`CadR-PbrR: Cd(II)/Pb(II)-responsive transcriptional regulator	DNA-binding transcriptional regulator, MerR family`Transcription`K	-	-	GO:0005737`cytoplasm`cellular_component;GO:0006355`regulation of transcription, DNA-templated`biological_process;GO:0003677`DNA binding`molecular_function
assembly_00443	Transcription termination factor Rho`	PF07497.9`Rho_RNA_bind`Rho termination factor, RNA-binding domain;PF13401.3`AAA_22`AAA domain;PF07498.9`Rho_N`Rho termination factor, N-terminal domain;PF00004.26`AAA`ATPase family associated with various cellular activities (AAA);PF13481.3`AAA_25`AAA domain;PF00006.22`ATP-synt_ab`ATP synthase alpha/beta family, nucleotide-binding domain;PF05729.9`NACHT`NACHT domain	WP_002829726.1`transcription termination factor Rho	transcription termination factor Rho [Pediococcus acidilactici]	TIGR01039`atpD: ATP synthase F1, beta subunit;TIGR00767`rho: transcription termination factor Rho;TIGR03496`FliI_clade1: flagellar protein export ATPase FliI;TIGR01026`fliI_yscN: ATPase, FliI/YscN family;TIGR02546`III_secr_ATP: type III secretion apparatus H+-transporting two-sector ATPase;TIGR03324`alt_F1F0_F1_al: alternate F1F0 ATPase, F1 subunit alpha;TIGR03498`FliI_clade3: flagellar protein export ATPase FliI;TIGR02858`spore_III_AA: stage III sporulation protein AA;TIGR03497`FliI_clade2: flagellar protein export ATPase FliI	Transcription termination factor Rho`Transcription`K	assembly_00443`K03628	RNA degradation`ko03018	GO:0006353`DNA-templated transcription, termination`biological_process;GO:0004386`helicase activity`molecular_function;GO:0005524`ATP binding`molecular_function;GO:0003723`RNA binding`molecular_function;GO:0008186`RNA-dependent ATPase activity`molecular_function
assembly_00144	-	PF00027.26`cNMP_binding`Cyclic nucleotide-binding domain;PF13545.3`HTH_Crp_2`Crp-like helix-turn-helix domain;PF13384.3`HTH_23`Homeodomain-like domain	WP_024862702.1`Crp/Fnr family transcriptional regulator	Crp/Fnr family transcriptional regulator [Pediococcus acidilactici]	-	-	assembly_00144`K10914	Vibrio cholerae pathogenic cycle`ko05111;Two-component system`ko02020	-
assembly_00088	-	PF00563.17`EAL`EAL domain	WP_024862733.1`EAL domain-containing protein	EAL domain-containing protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_01595	Pantothenate kinase`	PF00485.15`PRK`Phosphoribulokinase / Uridine kinase family;PF13238.3`AAA_18`AAA domain	WP_002829991.1`type I pantothenate kinase	type I pantothenate kinase [Pediococcus acidilactici]	TIGR00235`udk: uridine kinase;TIGR00554`panK_bact: pantothenate kinase	Panthothenate kinase`Coenzyme transport and metabolism`H	assembly_01595`K00867	Pantothenate and CoA biosynthesis`ko00770	GO:0005524`ATP binding`molecular_function;GO:0015937`coenzyme A biosynthetic process`biological_process;GO:0005737`cytoplasm`cellular_component;GO:0004594`pantothenate kinase activity`molecular_function
assembly_00506	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha`	PF03255.11`ACCA`Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit;PF01039.19`Carboxyl_trans`Carboxyl transferase domain	WP_024862951.1`carboxyl transferase	carboxyl transferase [Pediococcus acidilactici]	TIGR03134`malonate_gamma: biotin-independent malonate decarboxylase, gamma subunit;TIGR00513`accA: acetyl-CoA carboxylase, carboxyl transferase, alpha subunit	Acetyl-CoA carboxylase alpha subunit`Lipid transport and metabolism`I	assembly_00506`K01962	Carbon fixation pathways in prokaryotes`ko00720;Carbon metabolism`ko01200;Fatty acid metabolism`ko01212;Propanoate metabolism`ko00640;Pyruvate metabolism`ko00620;Fatty acid biosynthesis`ko00061;Tetracycline biosynthesis`ko00253	GO:0006633`fatty acid biosynthetic process`biological_process;GO:0016743`carboxyl- or carbamoyltransferase activity`molecular_function;GO:0003989`acetyl-CoA carboxylase activity`molecular_function;GO:2001295`malonyl-CoA biosynthetic process`biological_process;GO:0009317`acetyl-CoA carboxylase complex`cellular_component;GO:0005524`ATP binding`molecular_function
