genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.96	HMPREF9024_00090	VBIPedAci303_0096		113161	113739	+	579		Signal peptidase I (EC 3.4.21.89)	FIG00000015	PLF_1253_00000708	PGF_05785543	GO:0006508|proteolysis;GO:0008236|serine-type peptidase activity	3.4.21.89|Signal peptidase I	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.97	HMPREF9024_00091	VBIPedAci303_0097		113811	114209	+	399		Diadenosine tetraphosphate (Ap4A) hydrolase related HIT family hydrolase	FIG00751563	PLF_1253_00000902	PGF_00423071			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.98	HMPREF9024_00092	VBIPedAci303_0098		114577	116037	+	1461		Cardiolipin synthase, bacterial type ClsA	FIG00052605	PLF_1253_00000446	PGF_10482116			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.99		VBIPedAci303_0099		116254	116400	-	147		hypothetical protein	FIG00638284	PLF_1253_00001673	PGF_00193823			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.100	HMPREF9024_00093	VBIPedAci303_0100		116354	117733	+	1380		Predicted tyrosine transporter, NhaC family	FIG01332755	PLF_1253_00000983	PGF_00036527			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.101	HMPREF9024_00094	VBIPedAci303_0101		117730	118695	-	966		hypothetical protein	FIG00906357	PLF_1253_00001463	PGF_00206921			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.102	HMPREF9024_00095	VBIPedAci303_0102		118710	119228	-	519		DNA-3-methyladenine glycosylase (EC 3.2.2.20)	FIG00000673	PLF_1253_00000899	PGF_05357708	GO:0008725|DNA-3-methyladenine glycosylase I activity	3.2.2.20|DNA-3-methyladenine glycosylase I	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.103	HMPREF9024_00096	VBIPedAci303_0103		119429	120751	-	1323		Xanthine permease	FIG00025086	PLF_1253_00001031	PGF_00791353	GO:0005215|transporter activity;GO:0006810|transport;GO:0016020|membrane		
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.104	HMPREF9024_00097	VBIPedAci303_0104		121214	121744	+	531		hypothetical protein	FIG00906391	PLF_1253_00001711	PGF_02753444			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.105	HMPREF9024_00098	VBIPedAci303_0105		121754	125317	+	3564		ATP-dependent helicase/nuclease AddAB, subunit B	FIG00052730	PLF_1253_00000882	PGF_06122323			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.106	HMPREF9024_00099	VBIPedAci303_0106		125307	129023	+	3717		ATP-dependent helicase/nuclease AddAB, subunit A	FIG00001547	PLF_1253_00000252	PGF_00019221			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.107	HMPREF9024_00100	VBIPedAci303_0107		129560	130039	+	480		23S rRNA (pseudouridine(1915)-N(3))-methyltransferase (EC 2.1.1.177)	FIG01280345	PLF_1253_00000890	PGF_07480521		2.1.1.177|23S rRNA (pseudouridine(1915)-N(3))-methyltransferase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.108	HMPREF9024_00101	VBIPedAci303_0108		130256	130690	-	435		hypothetical protein	FIG00634422	PLF_1253_00001674	PGF_02753424			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.109	HMPREF9024_00102	VBIPedAci303_0109		130683	130892	-	210		Transcriptional regulator, Xre family	FIG01312241	PLF_1253_00002440	PGF_06335969			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.110	HMPREF9024_00103	VBIPedAci303_0110		131430	132917	+	1488		6-phospho-beta-glucosidase (EC 3.2.1.86)	FIG00001882	PLF_1253_00000006	PGF_08148954	GO:0008706|6-phospho-beta-glucosidase activity	3.2.1.86|6-phospho-beta-glucosidase	00010|Glycolysis / Gluconeogenesis
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.111	HMPREF9024_00104	VBIPedAci303_0111		133013	133864	+	852		Beta-glucoside bgl operon antiterminator, BglG family	FIG00001011	PLF_1253_00002957	PGF_03514578	GO:0003723|RNA binding		
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.112	HMPREF9024_00105	VBIPedAci303_0112		133960	135798	+	1839		PTS system, beta-glucoside-specific IIB component / PTS system, beta-glucoside-specific IIC component / PTS system, beta-glucoside-specific IIA component	FIG00007563	PLF_1253_00001382	PGF_04512237			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.113	HMPREF9024_00106	VBIPedAci303_0113		135818	137227	+	1410		6-phospho-beta-glucosidase (EC 3.2.1.86)	FIG00001882	PLF_1253_00000015	PGF_08148954	GO:0008706|6-phospho-beta-glucosidase activity	3.2.1.86|6-phospho-beta-glucosidase	00010|Glycolysis / Gluconeogenesis
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.114	HMPREF9024_00107	VBIPedAci303_0114		137334	137561	-	228		hypothetical protein	FIG00638284	PLF_1253_00001739	PGF_02753470			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.115	HMPREF9024_00108	VBIPedAci303_0115		137719	138120	+	402		Acetyltransferase, GNAT family	FIG01315364	PLF_1253_00001565	PGF_10519603			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.116	HMPREF9024_00109	VBIPedAci303_0116		138326	138520	-	195		hypothetical protein		PLF_1253_00001040	PGF_02753258			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.117	HMPREF9024_00110	VBIPedAci303_0117		138602	138727	-	126		hypothetical protein		PLF_1253_00001040	PGF_02753258			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.118	HMPREF9024_00111	VBIPedAci303_0118		139036	139326	-	291		hypothetical protein	FIG00638284	PLF_1253_00004417	PGF_02753258			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.119		VBIPedAci303_0119		139528	139641	+	114		hypothetical protein	FIG00638284	PLF_1253_00001738	PGF_02753469			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.120	HMPREF9024_00112	VBIPedAci303_0120		139689	140876	-	1188		Acetate kinase (EC 2.7.2.1)	FIG00067248	PLF_1253_00000228	PGF_09945671	GO:0008776|acetate kinase activity	2.7.2.1|Acetate kinase	00430|Taurine and hypotaurine metabolism;00620|Pyruvate metabolism;00640|Propanoate metabolism;00680|Methane metabolism;00720|Reductive carboxylate cycle (CO2 fixation)
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.121	HMPREF9024_00113	VBIPedAci303_0121		140959	142329	-	1371		Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79)	FIG01959002	PLF_1253_00001005	PGF_02075427	GO:0004777|succinate-semialdehyde dehydrogenase (NAD+) activity	1.2.1.24|Succinate-semialdehyde dehydrogenase (NAD(+));1.2.1.79|Succinate-semialdehyde dehydrogenase (NADP(+))	00250|Alanine, aspartate and glutamate metabolism;00650|Butanoate metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.122	HMPREF9024_00114	VBIPedAci303_0122		142635	143057	-	423		Large-conductance mechanosensitive channel	FIG00000518	PLF_1253_00000942	PGF_01171887	GO:0005216|ion channel activity;GO:0006810|transport;GO:0016020|membrane		
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.123	HMPREF9024_00115	VBIPedAci303_0123		143501	143812	-	312		small multidrug resistance family (SMR) protein	FIG01312131	PLF_1253_00001591	PGF_00412640			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.124	HMPREF9024_00116	VBIPedAci303_0124		144065	145036	+	972		Transcriptional regulator, LacI family	FIG00732180	PLF_1253_00001696	PGF_09774558			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.125		VBIPedAci303_0125		145097	145231	+	135		hypothetical protein		PLF_1253_00002267	PGF_02753694			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.126	HMPREF9024_00117	VBIPedAci303_0126		145246	145563	+	318		PTS system, IIB component	FIG01257822	PLF_1253_00001619	PGF_00029616			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.127	HMPREF9024_00118	VBIPedAci303_0127		145553	146812	+	1260		PTS system, cellobiose-specific IIC component	FIG00029916	PLF_1253_00001618	PGF_00029610			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.128	HMPREF9024_00119	VBIPedAci303_0128		146816	147910	+	1095		Outer surface protein of unknown function, cellobiose operon	FIG00001904	PLF_1253_00001612	PGF_00028476			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.129	HMPREF9024_00120	VBIPedAci303_0129		147997	148266	+	270		PTS system, cellobiose-specific IIA component (EC 2.7.1.205)	FIG00638284	PLF_1253_00001486	PGF_01629422			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.130	HMPREF9024_00121	VBIPedAci303_0130		148479	149711	+	1233		alpha-L-fucosidase (EC 3.2.1.51)	FIG00038920	PLF_1253_00001569	PGF_00046386	GO:0004560|alpha-L-fucosidase activity	3.2.1.51|Alpha-L-fucosidase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.131	HMPREF9024_00122	VBIPedAci303_0131		149791	150168	-	378		Integral membrane protein	FIG01227784	PLF_1253_00000938	PGF_03097008			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.132	HMPREF9024_00123	VBIPedAci303_0132		150243	150548	-	306		hypothetical protein	FIG00638284	PLF_1253_00001692	PGF_00098402			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.133	HMPREF9024_00124	VBIPedAci303_0133		150978	151673	+	696		uncharacterized BCR	FIG00888562	PLF_1253_00001698	PGF_02753435			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.134	HMPREF9024_00125	VBIPedAci303_0134		151666	152214	+	549		Uncharacterized protein ELI_0500	FIG00000756	PLF_1253_00001655	PGF_00064939			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.135	HMPREF9024_00126	VBIPedAci303_0135		152255	152536	+	282		Putative DNA-binding protein	FIG00918167	PLF_1253_00002428	PGF_07543490			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.136		VBIPedAci303_0136		152533	152742	+	210		FIG042921: similarity to aminoacyl-tRNA editing enzymes YbaK, ProX	FIG00042921	PLF_1253_00001780	PGF_00674334			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.137	HMPREF9024_00127	VBIPedAci303_0137		152952	153641	-	690		Intracellular protease	FIG00015923	PLF_1253_00001241	PGF_00723627			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.138	HMPREF9024_00128	VBIPedAci303_0138		153644	153973	-	330		Transcriptional regulator, ArsR family	FIG00003845	PLF_1253_00011749	PGF_08030842	GO:0003700|transcription factor activity;GO:0005622|intracellular		
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.139	HMPREF9024_00129	VBIPedAci303_0139		154141	155172	+	1032		Zinc-type alcohol dehydrogenase-like protein	FIG01393346	PLF_1253_00001563	PGF_02007855			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.140		VBIPedAci303_0140		155260	155400	+	141		hypothetical protein	FIG00638284	PLF_1253_00002258	PGF_04432639			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.141		VBIPedAci303_0141		155520	156521	-	1002		hypothetical protein	FIG00638284	PLF_1253_00002449	PGF_02753771			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	tRNA	fig|563194.3.rna.2	HMPREF9024_02501	VBIPedAci303_r002		156567	156639	-	73		tRNA-Lys-CTT						
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.142	HMPREF9024_00130	VBIPedAci303_0142		157034	157735	+	702		Two-component response regulator SA14-24	FIG00001637	PLF_1253_00000760	PGF_06364262	GO:0000156|two-component response regulator activity;GO:0003677|DNA binding		
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.143	HMPREF9024_00131	VBIPedAci303_0143		158318	160165	+	1848		Two-component sensor kinase SA14-24	FIG00122441	PLF_1253_00000169	PGF_02788357	GO:0000155|two-component sensor activity;GO:0004871|signal transducer activity;GO:0005524|ATP binding;GO:0007165|signal transduction;GO:0016020|membrane		
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.144	HMPREF9024_00132	VBIPedAci303_0144		160165	161460	+	1296		Two-component system YycFG regulatory protein YycH	FIG00011501	PLF_1253_00000084	PGF_00001981			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.145	HMPREF9024_00133	VBIPedAci303_0145		161472	162386	+	915		Distant homolog of hypothetical protein SA_21	FIG00119755	PLF_1253_00000907	PGF_00899182			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.146	HMPREF9024_00134	VBIPedAci303_0146		162429	163232	+	804		Zn-dependent hydrolase YycJ/WalJ, required for cell wall metabolism and coordination of cell division with DNA replication	FIG00052300	PLF_1253_00000797	PGF_01127158			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.147	HMPREF9024_00135	VBIPedAci303_0147		163350	164573	+	1224		Serine protease, DegP/HtrA, do-like (EC 3.4.21.-)	FIG00083017	PLF_1253_00000704	PGF_01162199	GO:0004252|serine-type endopeptidase activity;GO:0005515|protein binding;GO:0006508|proteolysis	3.4.21.-|Serine endopeptidases.	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.148	HMPREF9024_00136	VBIPedAci303_0148		164857	165966	+	1110		UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	FIG00000482	PLF_1253_00000766	PGF_10317148	GO:0008761|UDP-N-acetylglucosamine 2-epimerase activity	5.1.3.14|UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	00520|Amino sugar and nucleotide sugar metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.149	HMPREF9024_00137	VBIPedAci303_0149		166492	167913	+	1422		Glucuronide transporter UidB	FIG00088522	PLF_1253_00001202	PGF_00008043			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.150	HMPREF9024_00138	VBIPedAci303_0150		167935	169488	+	1554		Novel D-tagaturonate epimerase	FIG00229431	PLF_1253_00001210	PGF_00026292			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.151	HMPREF9024_00139	VBIPedAci303_0151		169512	170930	+	1419		Uronate isomerase (EC 5.3.1.12)	FIG00001411	PLF_1253_00001250	PGF_00066263	GO:0008880|glucuronate isomerase activity	5.3.1.12|Glucuronate isomerase	00040|Pentose and glucuronate interconversions
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.152	HMPREF9024_00140	VBIPedAci303_0152		170955	172574	+	1620		D-mannonate oxidoreductase (EC 1.1.1.57)	FIG00001516	PLF_1253_00001174	PGF_05151036	GO:0008866|fructuronate reductase activity	1.1.1.57|Fructuronate reductase	00040|Pentose and glucuronate interconversions
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.153	HMPREF9024_00141	VBIPedAci303_0153		172592	173581	+	990		D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	FIG00031250	PLF_1253_00001119	PGF_00012987	GO:0004617|phosphoglycerate dehydrogenase activity	1.1.1.95|Phosphoglycerate dehydrogenase	00260|Glycine, serine and threonine metabolism;00680|Methane metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.154	HMPREF9024_00142	VBIPedAci303_0154		173601	175145	+	1545		Gluconokinase (EC 2.7.1.12)	FIG00000861	PLF_1253_00001342	PGF_03786627	GO:0046316|gluconokinase activity	2.7.1.12|Gluconokinase	00030|Pentose phosphate pathway
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.155	HMPREF9024_00143	VBIPedAci303_0155		175339	176256	+	918		hypothetical protein	FIG01393346	PLF_1253_00002507	PGF_02753802			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.156	HMPREF9024_00144	VBIPedAci303_0156		176311	177309	-	999		hypothetical protein	FIG01229586	PLF_1253_00002429	PGF_01087798			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.157	HMPREF9024_00145	VBIPedAci303_0157		177700	178413	+	714		ABC transporter, ATP-binding protein	FIG00638284	PLF_1253_00002129	PGF_12876585			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.158	HMPREF9024_00146	VBIPedAci303_0158		178379	178570	+	192		hypothetical protein		PLF_1253_00002959	PGF_02754024			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.159	HMPREF9024_00147	VBIPedAci303_0159		178563	179327	+	765		hypothetical protein	FIG00638284	PLF_1253_00002212	PGF_10447780			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.160	HMPREF9024_00148	VBIPedAci303_0160		179334	180053	+	720		ABC transporter, ATP-binding protein	FIG00744535	PLF_1253_00002144	PGF_10425579			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.161	HMPREF9024_00149	VBIPedAci303_0161		180074	180775	+	702		hypothetical protein	FIG00629474	PLF_1253_00002645	PGF_00255388			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.162	HMPREF9024_00150	VBIPedAci303_0162		180802	182085	-	1284		hypothetical protein	FIG00638284	PLF_1253_00002213	PGF_02753664			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.163	HMPREF9024_00151	VBIPedAci303_0163		182082	182789	-	708		Response regulator	FIG00638284	PLF_1253_00002191	PGF_01657085			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.164	HMPREF9024_00152	VBIPedAci303_0164		182909	183091	-	183		hypothetical protein		PLF_1253_00002266	PGF_02753693			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.165	HMPREF9024_00153	VBIPedAci303_0165		183427	183807	+	381		4-carboxymuconolactone decarboxylase (EC 4.1.1.44)	FIG01304850	PLF_1253_00002133	PGF_05406020	GO:0047575|4-carboxymuconolactone decarboxylase activity	4.1.1.44|4-carboxymuconolactone decarboxylase	00362|Benzoate degradation via hydroxylation
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.166	HMPREF9024_00154	VBIPedAci303_0166		184061	185077	-	1017		Hexuronate utilization operon transcriptional repressor ExuR	FIG00029606	PLF_1253_00001188	PGF_00011616			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.167	HMPREF9024_00155	VBIPedAci303_0167		185251	186150	+	900		6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	FIG00000405	PLF_1253_00001171	PGF_00427299	GO:0004616|phosphogluconate dehydrogenase (decarboxylating) activity	1.1.1.44|Phosphogluconate dehydrogenase (decarboxylating)	00030|Pentose phosphate pathway;00480|Glutathione metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.168	HMPREF9024_00156	VBIPedAci303_0168		186556	188298	+	1743		Protein of unknown function DUF11	FIG00501426	PLF_1253_00002185	PGF_02753662			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.169		VBIPedAci303_0169		188529	188714	+	186		hypothetical protein	FIG00638284	PLF_1253_00002265	PGF_02753692			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.170	HMPREF9024_00157	VBIPedAci303_0170		188769	189611	-	843		23S rRNA (guanine(748)-N(1))-methyltransferase (EC 2.1.1.188)	FIG00004986	PLF_1253_00000929	PGF_01329082	GO:0052912|23S rRNA (guanine(748)-N(1))-methyltransferase activity	2.1.1.188|23S rRNA (guanine(748)-N(1))-methyltransferase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.171	HMPREF9024_00158	VBIPedAci303_0171		189798	190118	+	321		Predicted transcriptional regulator	FIG00920370	PLF_1253_00000610	PGF_02754967			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.172	HMPREF9024_00159	VBIPedAci303_0172		190188	193385	+	3198		hypothetical protein	FIG01785435	PLF_1253_00000178	PGF_08225224			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.173	HMPREF9024_00160	VBIPedAci303_0173		193518	194162	+	645		hypothetical protein	FIG00906194	PLF_1253_00001518	PGF_02753380			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.174	HMPREF9024_00161	VBIPedAci303_0174		194267	194935	-	669		Transcriptional regulator, GntR family	FIG00621925	PLF_1253_00000741	PGF_06916656	GO:0003677|DNA binding;GO:0003700|transcription factor activity;GO:0005622|intracellular;GO:0006813|potassium ion transport;GO:0008324|cation transmembrane transporter activity;GO:0009058|biosynthetic process;GO:0030528|transcription regulator activity;GO:0045449|regulation of transcription		
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.175	HMPREF9024_00162	VBIPedAci303_0175		195136	196509	+	1374		6-phospho-beta-glucosidase (EC 3.2.1.86)	FIG00001882	PLF_1253_00000433	PGF_08148954	GO:0008706|6-phospho-beta-glucosidase activity	3.2.1.86|6-phospho-beta-glucosidase	00010|Glycolysis / Gluconeogenesis
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.176	HMPREF9024_00163	VBIPedAci303_0176		196534	197880	+	1347		PTS system, cellobiose-specific IIC component	FIG00029916	PLF_1253_00006269	PGF_00029610			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.177	HMPREF9024_00164	VBIPedAci303_0177		198103	199089	+	987		Lipoate-protein ligase A	FIG00000465	PLF_1253_00000945	PGF_03677192	GO:0003824|catalytic activity;GO:0006464|protein modification process		
