Gene_ID,Start,End,Strand,Nr_ID,Nr_Description,Kegg_Gene_Name,Kegg_Definition,Kegg_EC,Kegg_Pathway,GO_ID,GO_terms,COG_ID,COG_Description,CAZy_Subject_ID,CAZy_activities,CAZy_note
1_69 ,75126,76019,+,ARW15070.1,hypothetical protein S100434_02963 [Lactobacillus plantarum subsp. plantarum],--,--,--,--,GO:0016020,membrane,gnl|CDD|223769,"COG0697, RhaT, Permeases of the drug/metabolite transporter (DMT) superfamily [Carbohydrate transport and metabolism / Amino acid transport and metabolism / General function prediction only].",--,--,--
1_70 ,76207,76698,+,WP_003641692.1,MULTISPECIES: GNAT family N-acetyltransferase [Lactobacillus],--,--,--,--,--,--,gnl|CDD|223532,"COG0456, RimI, Acetyltransferases [General function prediction only].",--,--,--
1_71 ,76729,77403,-,WP_128467852.1,type 1 glutamine amidotransferase domain-containing protein [Lactobacillus plantarum],--,--,--,--,--,--,gnl|CDD|223765,"COG0693, ThiJ, Putative intracellular protease/amidase [General function prediction only].",--,--,--
1_72 ,77449,78453,-,WP_013355094.1,MULTISPECIES: NADP-dependent oxidoreductase [Lactobacillus],--,--,--,--,GO:0016491,oxidoreductase activity,gnl|CDD|223677,"COG0604, Qor, NADPH:quinone reductase and related Zn-dependent oxidoreductases [Energy production and conversion / General function prediction only].",--,--,--
1_73 ,78620,78943,+,WP_027821598.1,ArsR family transcriptional regulator [Lactobacillus plantarum],--,--,--,--,GO:0003700,DNA-binding transcription factor activity,gnl|CDD|223713,"COG0640, ArsR, Predicted transcriptional regulators [Transcription].",--,--,--
1_74 ,79112,80446,-,WP_013355095.1,MULTISPECIES: MATE family efflux transporter [Lactobacillus],--,--,--,--,GO:0006855,drug transmembrane transport,gnl|CDD|223608,"COG0534, NorM, Na+-driven multidrug efflux pump [Defense mechanisms].",--,--,--
1_75 ,81819,82682,+,WP_072533967.1,MULTISPECIES: alpha/beta fold hydrolase [Lactobacillus],pip,proline iminopeptidase ,EC:3.4.11.5,ko00330 Arginine and proline metabolism;,GO:0006508,proteolysis,gnl|CDD|223669,"COG0596, MhpC, Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) [General function prediction only].",--,--,--
1_76 ,82864,83610,-,WP_003646299.1,MULTISPECIES: peroxide stress protein YaaA [Lactobacillus],K09861,uncharacterized protein,--,,--,--,gnl|CDD|225566,"COG3022, COG3022, Uncharacterized protein conserved in bacteria [Function unknown].",--,--,--
1_77 ,83780,84214,+,WP_003641701.1,MULTISPECIES: pyridoxamine 5'-phosphate oxidase [Lactobacillus],--,--,--,--,GO:0048037,cofactor binding,--,--,--,--,--
1_78 ,84316,85959,-,WP_011100878.1,peptide ABC transporter substrate-binding protein [Lactobacillus plantarum],"oppA, mppA",oligopeptide transport system substrate-binding protein,--,ko01501 beta-Lactam resistance;ko02010 ABC transporters;ko02024 Quorum sensing;,GO:0043190,ATP-binding cassette (ABC) transporter complex,gnl|CDD|226636,"COG4166, OppA, ABC-type oligopeptide transport system, periplasmic component [Amino acid transport and metabolism].",--,--,--
1_79 ,86627,87376,+,WP_011100879.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_80 ,87481,87606,+,WP_003641704.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_81 ,87637,88413,+,WP_011100880.1,MULTISPECIES: DUF4111 domain-containing protein [Lactobacillus],aadA,streptomycin 3-adenylyltransferase ,EC:2.7.7.47,,GO:0009012,aminoglycoside 3''-adenylyltransferase activity,--,--,--,--,--
1_82 ,88481,88714,-,WP_003641706.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_83 ,88735,89466,-,ADN97305.1,"cobalt ABC transporter, ATP-binding protein (putative) [Lactobacillus plantarum subsp. plantarum ST-III]",cbiO,cobalt/nickel transport system ATP-binding protein,--,ko02010 ABC transporters;,GO:0005524,ATP binding,gnl|CDD|224047,"COG1122, CbiO, ABC-type cobalt transport system, ATPase component [Inorganic ion transport and metabolism].",AJC53641.1,"cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenolÃ¯Â¿Â½mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.-)","Distant similarity to families GT12, GT21, GT27, GT55, GT81 etc."
1_84 ,89468,90289,-,WP_011100882.1,MULTISPECIES: energy-coupling factor transporter transmembrane protein EcfT [Lactobacillus],cbiQ,cobalt/nickel transport system permease protein,--,ko02010 ABC transporters;,--,--,gnl|CDD|223692,"COG0619, CbiQ, ABC-type cobalt transport system, permease component CbiQ and related transporters [Inorganic ion transport and metabolism].",--,--,--
1_85 ,90264,91250,-,WP_003641709.1,MULTISPECIES: cobalt transporter CbiM [Lactobacillus],cbiM,cobalt/nickel transport system permease protein,--,ko02010 ABC transporters;,GO:0000041,transition metal ion transport,gnl|CDD|223387,"COG0310, CbiM, ABC-type Co2+ transport system, permease component [Inorganic ion transport and metabolism].",--,--,--
1_86 ,91265,91930,-,WP_003641710.1,MULTISPECIES: Crp/Fnr family transcriptional regulator [Lactobacillus],--,--,--,--,GO:0003677,DNA binding,gnl|CDD|223736,"COG0664, Crp, cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases [Signal transduction mechanisms].",--,--,--
1_87 ,92183,93457,+,WP_003641711.1,MULTISPECIES: nickel-dependent lactate racemase [Lactobacillus],larA,lactate racemase ,EC:5.1.2.1,ko00620 Pyruvate metabolism;,GO:0050043,lactate racemase activity,gnl|CDD|226392,"COG3875, COG3875, Uncharacterized conserved protein [Function unknown].",--,--,--
1_88 ,93459,94199,+,WP_003641712.1,MULTISPECIES: nickel pincer cofactor biosynthesis protein LarB [Lactobacillus],K06898,uncharacterized protein,--,,GO:0006189,'de novo' IMP biosynthetic process,gnl|CDD|224605,"COG1691, COG1691, NCAIR mutase (PurE)-related proteins [General function prediction only].",--,--,--
1_89 ,94230,95021,+,WP_003641713.1,MULTISPECIES: LarC family nickel insertion protein [Lactobacillus],K09121,uncharacterized protein,--,,--,--,gnl|CDD|224556,"COG1641, COG1641, Uncharacterized conserved protein [Function unknown].",--,--,--
1_90 ,95060,95491,+,WP_103127081.1,DUF111 family protein [Lactobacillus paraplantarum],K09121,uncharacterized protein,--,,--,--,gnl|CDD|224556,"COG1641, COG1641, Uncharacterized conserved protein [Function unknown].",--,--,--
1_91 ,95496,96212,+,WP_003643656.1,MULTISPECIES: aquaporin family protein [Lactobacillus],GLPF,glycerol uptake facilitator protein,--,,GO:0015267,channel activity,gnl|CDD|223653,"COG0580, GlpF, Glycerol uptake facilitator and related permeases (Major Intrinsic Protein Family) [Carbohydrate transport and metabolism].",--,--,--
1_92 ,96237,97067,+,WP_003641716.1,MULTISPECIES: ATP-dependent sacrificial sulfur transferase LarE [Lactobacillus],K06864,uncharacterized protein,--,,GO:0016783,sulfurtransferase activity,gnl|CDD|224522,"COG1606, COG1606, ATP-utilizing enzymes of the PP-loop superfamily [General function prediction only].",--,--,--
1_93 ,97267,98244,-,WP_013355101.1,MULTISPECIES: alcohol dehydrogenase [Lactobacillus],--,--,--,--,GO:0016491,oxidoreductase activity,gnl|CDD|223677,"COG0604, Qor, NADPH:quinone reductase and related Zn-dependent oxidoreductases [Energy production and conversion / General function prediction only].",--,--,--
1_94 ,98600,99391,+,WP_011100886.1,MULTISPECIES: hydroxyethylthiazole kinase [Lactobacillus],thiM,hydroxyethylthiazole kinase ,EC:2.7.1.50,ko00730 Thiamine metabolism;,GO:0004417,hydroxyethylthiazole kinase activity,gnl|CDD|225056,"COG2145, ThiM, Hydroxyethylthiazole kinase, sugar kinase family [Coenzyme metabolism].",--,--,--
1_95 ,99417,100241,+,WP_022638074.1,MULTISPECIES: bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase [Lactobacillus],thiD,hydroxymethylpyrimidine/phosphomethylpyrimidine kinase ,EC:2.7.1.49 2.7.4.7,ko00730 Thiamine metabolism;,GO:0008972,phosphomethylpyrimidine kinase activity,gnl|CDD|223428,"COG0351, ThiD, Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [Coenzyme metabolism].",--,--,--
1_96 ,100231,100884,+,WP_013355103.1,thiamine phosphate synthase [Lactobacillus plantarum],thiE,thiamine-phosphate pyrophosphorylase ,EC:2.5.1.3,ko00730 Thiamine metabolism;,GO:0003824,catalytic activity,gnl|CDD|223429,"COG0352, ThiE, Thiamine monophosphate synthase [Coenzyme metabolism].",--,--,--
1_97 ,100884,101996,+,WP_119724034.1,putative hydroxymethylpyrimidine transporter CytX [Lactobacillus plantarum],--,--,--,--,GO:0016020,membrane,gnl|CDD|224374,"COG1457, CodB, Purine-cytosine permease and related proteins [Nucleotide transport and metabolism].",--,--,--
1_98 ,102164,102904,+,WP_011100889.1,MULTISPECIES: gamma-glutamyl-gamma-aminobutyrate hydrolase family protein [Lactobacillus],K07010,putative glutamine amidotransferase,--,,GO:0016787,hydrolase activity,gnl|CDD|224982,"COG2071, COG2071, Predicted glutamine amidotransferases [General function prediction only].",--,--,--
1_99 ,103147,104739,+,WP_013355104.1,MULTISPECIES: DNA-binding protein [Lactobacillus],--,--,--,--,GO:0003676,nucleic acid binding,--,--,--,--,--
1_100 ,104855,105325,-,WP_003646315.1,MULTISPECIES: NUDIX domain-containing protein [Lactobacillus],--,--,--,--,GO:0016787,hydrolase activity,gnl|CDD|223979,"COG1051, COG1051, ADP-ribose pyrophosphatase [Nucleotide transport and metabolism].",--,--,--
1_101 ,105558,106922,+,POD82260.1,L-asparagine permease [Lactobacillus plantarum subsp. plantarum],TC.AAT,"amino acid transporter, AAT family",--,,GO:0006865,amino acid transport,gnl|CDD|224038,"COG1113, AnsP, Gamma-aminobutyrate permease and related permeases [Amino acid transport and metabolism].",--,--,--
1_102 ,107022,107729,+,ADN97324.1,hypothetical protein LPST_C0100 [Lactobacillus plantarum subsp. plantarum ST-III],--,--,--,--,--,--,--,--,--,--,--
1_103 ,107754,108536,+,WP_011100893.1,MULTISPECIES: alpha/beta hydrolase [Lactobacillus],hemQ,Fe-coproporphyrin III decarboxylase ,EC:1.11.1.-,ko00860 Porphyrin and chlorophyll metabolism;,--,--,gnl|CDD|223669,"COG0596, MhpC, Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) [General function prediction only].",--,--,--
1_104 ,108732,111470,-,WP_003646318.1,MULTISPECIES: cation-transporting P-type ATPase [Lactobacillus],--,--,--,--,GO:0000166,nucleotide binding,gnl|CDD|223550,"COG0474, MgtA, Cation transport ATPase [Inorganic ion transport and metabolism].",--,--,--
1_105 ,111755,112513,+,WP_013355107.1,purine-nucleoside phosphorylase [Lactobacillus plantarum],--,--,--,--,GO:0003824,catalytic activity,gnl|CDD|225376,"COG2820, Udp, Uridine phosphorylase [Nucleotide transport and metabolism].",--,--,--
1_106 ,112556,112750,-,WP_003641730.1,MULTISPECIES: PspC domain-containing protein [Lactobacillus],--,--,--,--,--,--,gnl|CDD|224894,"COG1983, PspC, Putative stress-responsive transcriptional regulator [Transcription / Signal transduction mechanisms].",--,--,--
1_107 ,112816,113418,-,WP_013355108.1,MULTISPECIES: NADPH-dependent oxidoreductase [Lactobacillus],--,--,--,--,GO:0016491,oxidoreductase activity,gnl|CDD|223508,"COG0431, COG0431, Predicted flavoprotein [General function prediction only].",--,--,--
1_108 ,113532,114005,+,WP_003646321.1,MULTISPECIES: MarR family transcriptional regulator [Lactobacillus],--,--,--,--,--,--,gnl|CDD|224759,"COG1846, MarR, Transcriptional regulators [Transcription].",--,--,--
1_109 ,114151,114573,+,WP_013355109.1,MULTISPECIES: Hsp20/alpha crystallin family protein [Lactobacillus],HSP20,HSP20 family protein,--,ko04141 Protein processing in endoplasmic reticulum;,--,--,gnl|CDD|223149,"COG0071, IbpA, Molecular chaperone (small heat shock protein) [Posttranslational modification, protein turnover, chaperones].",--,--,--
1_110 ,114916,115116,-,WP_085438860.1,DUF3021 domain-containing protein [Lactobacillus plantarum],--,--,--,--,--,--,--,--,--,--,--
1_111 ,115113,115556,-,WP_013355110.1,MULTISPECIES: LytTR family transcriptional regulator [Lactobacillus],--,--,--,--,GO:0003677,DNA binding,gnl|CDD|225818,"COG3279, LytT, Response regulator of the LytR/AlgR family [Transcription / Signal transduction mechanisms].",--,--,--
1_112 ,115788,117020,+,WP_003643663.1,MULTISPECIES: MFS transporter [Lactobacillus],mdtG,"MFS transporter, DHA1 family, multidrug resistance protein",--,,GO:0016021,integral component of membrane,gnl|CDD|225371,"COG2814, AraJ, Arabinose efflux permease [Carbohydrate transport and metabolism].",--,--,--
1_113 ,117081,117410,+,WP_080474076.1,ArsR family transcriptional regulator [Lactobacillus plantarum],--,--,--,--,GO:0003700,DNA-binding transcription factor activity,gnl|CDD|223713,"COG0640, ArsR, Predicted transcriptional regulators [Transcription].",--,--,--
1_114 ,117475,118668,+,WP_003641738.1,MULTISPECIES: MFS transporter [Lactobacillus],MFS.CP,"MFS transporter, CP family, cyanate transporter",--,,GO:0016021,integral component of membrane,gnl|CDD|225365,"COG2807, CynX, Cyanate permease [Inorganic ion transport and metabolism].",--,--,--
1_115 ,118800,118910,+,AGO09493.1,hypothetical protein Lp16_0123 [Lactobacillus plantarum 16],--,--,--,--,--,--,--,--,--,--,--
1_116 ,118912,119760,+,WP_003646328.1,MULTISPECIES: aldo/keto reductase [Lactobacillus],--,--,--,--,GO:0016491,oxidoreductase activity,gnl|CDD|223729,"COG0656, ARA1, Aldo/keto reductases, related to diketogulonate reductase [General function prediction only].",--,--,--
1_117 ,119837,120709,+,WP_003646329.1,MULTISPECIES: aldo/keto reductase [Lactobacillus],E1.1.1.65,pyridoxine 4-dehydrogenase ,EC:1.1.1.65,ko00750 Vitamin B6 metabolism;,GO:0016491,oxidoreductase activity,gnl|CDD|223739,"COG0667, Tas, Predicted oxidoreductases (related to aryl-alcohol dehydrogenases) [Energy production and conversion].",--,--,--
1_118 ,120830,121285,+,WP_016511540.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,gnl|CDD|226140,"COG3613, COG3613, Nucleoside 2-deoxyribosyltransferase [Nucleotide transport and metabolism].",--,--,--
1_119 ,121605,123299,+,ADN97339.1,hypothetical protein LPST_C0115 [Lactobacillus plantarum subsp. plantarum ST-III],"ohyA, sph",oleate hydratase ,EC:4.2.1.53,,GO:0006631,fatty acid metabolic process,gnl|CDD|227060,"COG4716, COG4716, Myosin-crossreactive antigen [Function unknown].",--,--,--
1_120 ,123471,124283,-,WP_003641743.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_121 ,124549,126066,+,WP_003641744.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_122 ,126135,127244,-,WP_022638078.1,MULTISPECIES: NADH-dependent flavin oxidoreductase [Lactobacillus],--,--,--,--,GO:0003824,catalytic activity,gnl|CDD|224814,"COG1902, NemA, NADH:flavin oxidoreductases, Old Yellow Enzyme family [Energy production and conversion].",--,--,--
1_123 ,127495,128334,-,WP_003641746.1,MULTISPECIES: energy-coupling factor transporter transmembrane protein EcfT [Lactobacillus],ecfT,energy-coupling factor transport system permease protein,--,ko02010 ABC transporters;,--,--,gnl|CDD|223692,"COG0619, CbiQ, ABC-type cobalt transport system, permease component CbiQ and related transporters [Inorganic ion transport and metabolism].",--,--,--
1_124 ,128336,130036,-,WP_003641747.1,MULTISPECIES: ABC transporter ATP-binding protein [Lactobacillus],ecfA1,energy-coupling factor transport system ATP-binding protein ,EC:3.6.3.-,ko02010 ABC transporters;,GO:0005524,ATP binding,gnl|CDD|224047,"COG1122, CbiO, ABC-type cobalt transport system, ATPase component [Inorganic ion transport and metabolism].",BAV03462.1,"Modules of approx. 50 residues found attached to various enzymes from families GH18, GH19, GH23, GH24, GH25 and GH73, i.e. enzymes cleaving either chitin or peptidoglycan. Binding to chitopentaose demonstrated in the case of Pteris ryukyuensis chitinase A [Ohnuma T et al. (2008) J. Biol. Chem. 283:5178-87 (PMID: 18083709)]. CBM50 modules are also found in a multitude of other enzymes targeting the petidoglycan such as peptidases and amidases. These enzymes are not reported in the list below.",Also known as LysM domains
1_125 ,130041,130601,-,WP_003641748.1,MULTISPECIES: ECF-type riboflavin transporter substrate-binding protein [Lactobacillus],mtsT,energy-coupling factor transport system substrate-specific component,--,,GO:0016020,membrane,gnl|CDD|227064,"COG4720, COG4720, Predicted membrane protein [Function unknown].",--,--,--
1_126 ,131173,131925,+,ACT61033.1,transcription regulator [Lactobacillus plantarum JDM1],ydhQ,GntR family transcriptional regulator,--,,GO:0003677,DNA binding,gnl|CDD|225099,"COG2188, PhnF, Transcriptional regulators [Transcription].",--,--,--
1_127 ,132271,132399,+,WP_103002197.1,PadR family transcriptional regulator [Lactobacillus plantarum],--,--,--,--,--,--,--,--,--,--,--
1_128 ,132428,133213,+,WP_003641751.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_129 ,133238,134050,+,WP_022638080.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_130 ,134382,134873,+,ACT61037.1,conserved hypothetical protein [Lactobacillus plantarum JDM1],--,--,--,--,--,--,--,--,--,--,--
1_131 ,135042,135836,+,WP_003641755.1,MULTISPECIES: SDR family oxidoreductase [Lactobacillus],fabG,3-oxoacyl-acyl-carrier protein reductase ,EC:1.1.1.100,ko00061 Fatty acid biosynthesis;ko00780 Biotin metabolism;ko01040 Biosynthesis of unsaturated fatty acids;ko01212 Fatty acid metabolism;,--,--,gnl|CDD|223959,"COG1028, FabG, Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases) [Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only].",--,--,--
1_132 ,136099,137016,+,WP_011100907.1,MULTISPECIES: ABC transporter ATP-binding protein [Lactobacillus],ABC-2.A,ABC-2 type transport system ATP-binding protein,--,,GO:0005524,ATP binding,gnl|CDD|224054,"COG1131, CcmA, ABC-type multidrug transport system, ATPase component [Defense mechanisms].",--,--,--
1_133 ,137016,138638,+,EFK30531.1,hypothetical protein HMPREF0531_10236 [Lactobacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437],ABC-2.P,ABC-2 type transport system permease protein,--,,--,--,gnl|CDD|226089,"COG3559, TnrB3, Putative exporter of polyketide antibiotics [Cell envelope biogenesis, outer membrane].",--,--,--
1_134 ,138657,139319,+,WP_003641758.1,MULTISPECIES: TetR/AcrR family transcriptional regulator [Lactobacillus],--,--,--,--,GO:0003677,DNA binding,gnl|CDD|224228,"COG1309, AcrR, Transcriptional regulator [Transcription].",--,--,--
1_135 ,139487,141028,+,WP_003641759.1,MULTISPECIES: acyl-CoA dehydrogenase [Lactobacillus],--,--,--,--,GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",gnl|CDD|224936,"COG2025, FixB, Electron transfer flavoprotein, alpha subunit [Energy production and conversion].",--,--,--
